concept_name,concept_id,include,rationale
Peripheral pulmonary artery disease,4354083,False,"No

Rationale: Peripheral pulmonary artery disease is not specific to pulmonary hypertension. While pulmonary hypertension involves elevated blood pressure within the pulmonary vasculature, peripheral pulmonary artery disease refers to blockages or narrowing of the arteries that supply blood to the lungs. While these conditions may be related in some cases, having peripheral pulmonary artery disease does not definitively mean that a person has pulmonary hypertension."
Diastolic heart failure stage A,43531001,False,"No, diastolic heart failure stage A is not specific to Pulmonary Hypertension. Diastolic heart failure refers to a condition where the heart's ability to relax and fill with blood is impaired, leading to symptoms of heart failure. Stage A refers to individuals who are at risk for heart failure but do not yet have structural heart abnormalities or symptoms. While Pulmonary Hypertension can lead to right ventricular dysfunction and heart failure, diastolic heart failure stage A is a separate condition that can have various causes, including hypertension, diabetes, and coronary artery disease. Therefore, having diastolic heart failure stage A does not definitively mean that an individual has Pulmonary Hypertension."
Idiopathic atrophic hypothyroidism,4309027,False,"No, idiopathic atrophic hypothyroidism is not specific to pulmonary hypertension. Idiopathic atrophic hypothyroidism refers to a condition where the thyroid gland is underactive for unknown reasons, leading to symptoms such as fatigue, weight gain, and cold intolerance. While thyroid dysfunction can contribute to cardiovascular issues, it is not a defining characteristic of pulmonary hypertension. Pulmonary hypertension is primarily related to elevated blood pressure in the pulmonary vasculature, leading to right heart dysfunction. Therefore, having idiopathic atrophic hypothyroidism does not definitively mean that a person has pulmonary hypertension."
Systolic heart failure stage A,43531002,False,"No, systolic heart failure stage A is not specific to Pulmonary Hypertension. 

Systolic heart failure stage A refers to individuals who are at high risk for developing heart failure but do not have structural heart abnormalities or symptoms of heart failure. This condition does not specifically indicate the presence of Pulmonary Hypertension, as PH is a separate and distinct condition characterized by elevated blood pressure within the pulmonary vasculature. While individuals with PH may develop right ventricular dysfunction and heart failure, not all individuals with systolic heart failure stage A will go on to develop PH. Therefore, having systolic heart failure stage A does not definitively mean that an individual has Pulmonary Hypertension."
Idiopathic detrusor overactivity,37206611,False,"No.

Rationale: Idiopathic detrusor overactivity is a condition related to the bladder and urinary system, characterized by involuntary contractions of the detrusor muscle leading to urinary urgency, frequency, and incontinence. It is not directly related to the pulmonary vasculature or right ventricular dysfunction, which are key features of Pulmonary Hypertension. While patients with Pulmonary Hypertension may experience symptoms such as fatigue and syncope, the presence of idiopathic detrusor overactivity alone does not definitively indicate the presence of Pulmonary Hypertension."
Primary alveolar hypoventilation,4225061,False,"No

Rationale: Primary alveolar hypoventilation, also known as Ondine's curse, is a rare condition characterized by a decrease in ventilation during sleep, leading to hypercapnia and hypoxemia. While pulmonary hypertension can lead to right heart failure and subsequent hypoventilation, primary alveolar hypoventilation is not a specific condition associated with pulmonary hypertension. Therefore, having primary alveolar hypoventilation does not definitively mean that a person has pulmonary hypertension."
Pulmonary embolism,440417,False,"No

Rationale: Pulmonary embolism is not specific to pulmonary hypertension. While pulmonary embolism can lead to pulmonary hypertension as a complication, not all individuals with pulmonary embolism will develop pulmonary hypertension. Pulmonary embolism is a blockage in one of the pulmonary arteries in the lungs, usually caused by a blood clot that travels to the lungs from another part of the body. It presents with symptoms such as sudden shortness of breath, chest pain, and coughing up blood. Diagnosis is typically confirmed with imaging studies such as CT pulmonary angiography. Treatment involves anticoagulant therapy to prevent further clot formation."
Pulmonary vein dilatation,40491522,False,"No, pulmonary vein dilatation is not specific to Pulmonary Hypertension. Pulmonary vein dilatation refers to the enlargement or dilation of the pulmonary veins, which can be seen on imaging studies such as CT scans or MRIs. While pulmonary vein dilatation can be seen in conditions such as pulmonary hypertension, it is not a specific or definitive indicator of Pulmonary Hypertension. Other conditions such as left heart disease or chronic thromboembolic disease can also cause pulmonary vein dilatation. Therefore, the presence of pulmonary vein dilatation alone does not necessarily mean that a person has Pulmonary Hypertension."
Pleural effusion,254061,False,"No

Rationale: Pleural effusion is the accumulation of fluid in the pleural space surrounding the lungs. While pleural effusion can be a complication of pulmonary hypertension, it is not a specific condition that definitively indicates the presence of pulmonary hypertension. Pleural effusion can have various causes, including heart failure, infections, malignancies, and liver disease, among others. Therefore, the presence of pleural effusion does not necessarily mean that a person has pulmonary hypertension."
Sepsis-associated left ventricular failure,4079695,False,"No.

Rationale: Pulmonary Hypertension primarily affects the right side of the heart, leading to right ventricular dysfunction and ultimately heart failure. Sepsis-associated left ventricular failure, on the other hand, specifically involves dysfunction of the left ventricle of the heart due to sepsis. While patients with pulmonary hypertension may develop right heart failure, the condition itself is not directly associated with left ventricular failure due to sepsis. Therefore, having sepsis-associated left ventricular failure does not necessarily mean that a person has pulmonary hypertension."
Congestive heart failure as early postoperative complication,44784345,False,"No. 

Congestive heart failure as an early postoperative complication is a condition that can occur after various types of surgeries, including cardiac surgeries. While pulmonary hypertension can lead to right ventricular dysfunction and ultimately heart failure, not all cases of congestive heart failure as an early postoperative complication are specifically due to pulmonary hypertension. There are multiple other causes of congestive heart failure, such as coronary artery disease, valvular heart disease, or myocardial infarction, that can also lead to this condition. Therefore, having congestive heart failure as an early postoperative complication does not definitively mean that the individual has pulmonary hypertension."
False tendon - heart,4130892,False,"No, false tendon in the heart is not specific to Pulmonary Hypertension. False tendons are thin bands of fibrous tissue that can be found in the heart, particularly in the left ventricle. They are considered a normal variant and are typically harmless, not directly related to Pulmonary Hypertension. While Pulmonary Hypertension can lead to right ventricular dysfunction, the presence of false tendons in the heart does not definitively indicate the presence of Pulmonary Hypertension."
Idiopathic sleep related non-obstructive alveolar hypoventilation,40481299,False,"No.

Rationale: Idiopathic sleep-related non-obstructive alveolar hypoventilation is a specific condition related to abnormal breathing during sleep, characterized by decreased ventilation without an obstruction in the airway. This condition is not specific to pulmonary hypertension, as it is not a defining feature or symptom of PH. While patients with PH may experience sleep-related breathing disorders, such as sleep apnea, idiopathic sleep-related non-obstructive alveolar hypoventilation is a distinct condition that is not directly linked to PH."
Bosley Salih Alorainy syndrome,36715086,False,"No, Bosley Salih Alorainy syndrome is not specific to Pulmonary Hypertension. Bosley Salih Alorainy syndrome is a rare genetic disorder characterized by intellectual disability, developmental delay, and distinctive facial features. There is no known association between Bosley Salih Alorainy syndrome and Pulmonary Hypertension based on current medical knowledge."
PFAPA syndrome,37397178,False,"No

Rationale: PFAPA syndrome (Periodic Fever, Aphthous stomatitis, Pharyngitis, and Adenitis) is a periodic fever syndrome that typically presents in childhood with recurrent episodes of fever, sore throat, mouth ulcers, and swollen glands. It is not directly related to pulmonary hypertension, as it primarily affects the respiratory and lymphatic systems rather than the pulmonary vasculature. While a patient with PFAPA syndrome may also have pulmonary hypertension, the presence of PFAPA syndrome does not definitively indicate the presence of pulmonary hypertension."
Mass of soft tissue,40481517,False,"No, a mass of soft tissue is not specific to Pulmonary Hypertension. While patients with PH may present with symptoms such as dyspnea, fatigue, chest pain, and signs of right heart failure, a mass of soft tissue is not a typical or specific symptom of PH. A mass of soft tissue may indicate other conditions such as tumors, cysts, or inflammatory processes, which would require further evaluation and testing to determine the underlying cause."
Obscure gastrointestinal hemorrhage,36717237,False,"No

Rationale: Obscure gastrointestinal hemorrhage is not specific to pulmonary hypertension. While patients with pulmonary hypertension may develop gastrointestinal bleeding as a complication of their condition, the presence of obscure gastrointestinal hemorrhage does not definitively indicate the presence of pulmonary hypertension. It is important to consider other potential causes of gastrointestinal bleeding, such as peptic ulcers, inflammatory bowel disease, or vascular malformations, before attributing it to pulmonary hypertension."
Effect of exposure to physical force,4167864,False,"No, the condition ""Effect of exposure to physical force"" is not specific to Pulmonary Hypertension. While physical force or trauma can potentially lead to certain medical conditions or injuries, it is not a defining characteristic or specific symptom of Pulmonary Hypertension. Pulmonary Hypertension is primarily characterized by elevated blood pressure within the pulmonary vasculature, leading to right ventricular dysfunction and heart failure, rather than being directly caused by exposure to physical force."
Eisenmenger's complex,40403695,True,"Yes, Eisenmenger's complex is specific to Pulmonary Hypertension.

Rationale:
Eisenmenger's complex is a condition that occurs as a result of long-standing untreated or poorly managed congenital heart defects, leading to the development of pulmonary hypertension. In Eisenmenger's complex, the increased pressure in the pulmonary vasculature causes a reversal of blood flow from right to left, leading to cyanosis and right heart failure. Therefore, if a patient has Eisenmenger's complex, they definitely have pulmonary hypertension as it is a direct consequence of the condition."
Disseminated idiopathic skeletal hyperostosis,77961,False,"No, Disseminated idiopathic skeletal hyperostosis (DISH) is not specific to Pulmonary Hypertension. DISH is a non-inflammatory condition characterized by abnormal bone growth along the spine and other areas of the body. It is not directly related to the pathophysiology of Pulmonary Hypertension, which involves elevated blood pressure in the pulmonary vasculature leading to right ventricular dysfunction. While a patient with Pulmonary Hypertension may potentially have DISH as a comorbidity, having DISH does not necessarily mean that a person will have Pulmonary Hypertension."
Primary endocardial fibroelastosis of right ventricle,4100278,False,"No.

Rationale:
Primary endocardial fibroelastosis of the right ventricle is a rare condition characterized by thickening of the endocardium of the right ventricle, leading to impaired ventricular function. While this condition may lead to right heart failure, it is not specific to pulmonary hypertension. Pulmonary hypertension can have various causes, and primary endocardial fibroelastosis of the right ventricle is not a defining feature of pulmonary hypertension. Therefore, having primary endocardial fibroelastosis of the right ventricle does not definitively mean that a person has pulmonary hypertension."
Idiopathic resorption of root of tooth,44784166,False,"No, idiopathic resorption of the root of a tooth is not specific to pulmonary hypertension. Idiopathic resorption of the root of a tooth is a dental condition characterized by the spontaneous breakdown and destruction of the root of a tooth without any known cause. This condition is not related to the pathophysiology or symptoms of pulmonary hypertension."
Idiopathic stabbing headache,374922,False,"No, idiopathic stabbing headache is not specific to Pulmonary Hypertension. Idiopathic stabbing headache, also known as primary stabbing headache or ice pick headache, is a type of headache characterized by short, sharp, stabbing pains in the head. It is typically a benign and self-limited condition that does not have a known underlying cause. While headaches can be a symptom of various medical conditions, including Pulmonary Hypertension, idiopathic stabbing headache is not a defining symptom of PH. Therefore, having idiopathic stabbing headache does not definitively indicate the presence of Pulmonary Hypertension."
Idiopathic factor VIII deficiency,4141230,False,"No, idiopathic factor VIII deficiency is not specific to pulmonary hypertension. Idiopathic factor VIII deficiency is a rare bleeding disorder characterized by a deficiency of factor VIII, a protein necessary for blood clotting. It is not directly related to the pathophysiology of pulmonary hypertension, which involves elevated blood pressure in the pulmonary vasculature leading to right ventricular dysfunction. While patients with pulmonary hypertension may have other comorbidities, idiopathic factor VIII deficiency is not a known associated condition."
Chronic pulmonary edema,4188331,False,"No

Rationale: Chronic pulmonary edema is not specific to pulmonary hypertension. While pulmonary edema can be a complication of pulmonary hypertension due to right heart failure, it can also be caused by other conditions such as heart failure, kidney disease, or lung diseases. Therefore, having chronic pulmonary edema does not definitively mean that a person has pulmonary hypertension."
Premenopausal idiopathic osteopenia,42539551,False,"No, premenopausal idiopathic osteopenia is not specific to pulmonary hypertension. 

Premenopausal idiopathic osteopenia refers to decreased bone mineral density in premenopausal women of unknown cause. While osteopenia can be associated with certain conditions such as osteoporosis, it is not a direct symptom or sign of pulmonary hypertension. The two conditions are not directly related in terms of pathophysiology or presentation."
Congestive heart failure as post-operative complication of non-cardiac surgery,762003,False,"No, congestive heart failure as a post-operative complication of non-cardiac surgery is not specific to pulmonary hypertension. While pulmonary hypertension can lead to right ventricular dysfunction and ultimately heart failure, congestive heart failure as a post-operative complication of non-cardiac surgery can have various causes, including pre-existing heart conditions, fluid overload, or stress on the heart from the surgery itself. Therefore, having congestive heart failure as a post-operative complication of non-cardiac surgery does not definitively mean that a person has pulmonary hypertension."
Congestive heart failure as post-operative complication of cardiac surgery,762002,False,"No, congestive heart failure as a post-operative complication of cardiac surgery is not specific to pulmonary hypertension. While pulmonary hypertension can lead to right ventricular dysfunction and ultimately heart failure, congestive heart failure as a post-operative complication of cardiac surgery can have various causes, including but not limited to pulmonary hypertension. It is important to consider other factors such as underlying heart disease, surgical complications, and other comorbidities when assessing the development of congestive heart failure post-cardiac surgery."
Dilatation of right atrioventricular valve annulus,4100263,False,"No, dilatation of the right atrioventricular valve annulus is not specific to pulmonary hypertension. While right heart enlargement and dysfunction can occur in patients with pulmonary hypertension, dilatation of the right atrioventricular valve annulus can be seen in a variety of cardiac conditions, not just pulmonary hypertension. It is important to consider other factors and diagnostic tests to determine the underlying cause of the valve annulus dilatation."
Benign hypertensive heart disease without congestive heart failure,313502,False,"No, the condition ""Benign hypertensive heart disease without congestive heart failure"" is not specific to Pulmonary Hypertension. 

Pulmonary Hypertension specifically refers to elevated blood pressure within the pulmonary vasculature, leading to right ventricular dysfunction and ultimately heart failure. The condition ""Benign hypertensive heart disease without congestive heart failure"" refers to a different type of heart disease related to high blood pressure affecting the heart muscle, but it does not specifically involve the pulmonary vasculature or right heart dysfunction as seen in Pulmonary Hypertension. Therefore, having the condition ""Benign hypertensive heart disease without congestive heart failure"" does not definitively mean that an individual has Pulmonary Hypertension."
Thromboembolic disorder,4159647,False,"No, thromboembolic disorder is not specific to pulmonary hypertension. While chronic thromboembolic disease is mentioned as an exclusion for pulmonary arterial hypertension, thromboembolic disorder is a broad term that encompasses a variety of conditions involving blood clots forming and traveling through the bloodstream. While thromboembolic disorders can potentially lead to pulmonary hypertension if left untreated, they are not specific to this particular malady."
Idiopathic arterial calcification of infancy,4288737,True,"Yes, idiopathic arterial calcification of infancy is specific to pulmonary hypertension. 

Idiopathic arterial calcification of infancy is a rare autosomal recessive disorder characterized by extensive calcification of the internal elastic lamina of medium and large arteries, leading to arterial stenosis and hypertension. This condition can result in pulmonary hypertension as a complication of the arterial calcification. Therefore, if a patient has idiopathic arterial calcification of infancy, they may develop pulmonary hypertension as a consequence of the arterial calcification."
Hypercapnic respiratory failure,46271074,True,"Yes, hypercapnic respiratory failure can be specific to pulmonary hypertension. 

Hypercapnic respiratory failure is a condition characterized by an elevated level of carbon dioxide in the blood, which can occur in patients with advanced pulmonary hypertension due to the impaired gas exchange and ventilation-perfusion abnormalities associated with the disease. In pulmonary hypertension, the elevated pulmonary arterial pressure can lead to decreased blood flow to the lungs, impairing the ability to exchange oxygen and carbon dioxide effectively. This can result in hypercapnia, which is a common complication in patients with severe pulmonary hypertension and can contribute to respiratory failure. Therefore, if a patient with pulmonary hypertension develops hypercapnic respiratory failure, it is highly likely that the two conditions are related."
Sporadic idiopathic steroid-resistant nephrotic syndrome,37397147,False,"No.

Rationale: Sporadic idiopathic steroid-resistant nephrotic syndrome is a kidney disorder characterized by the presence of protein in the urine, low levels of protein in the blood, high cholesterol levels, and swelling. This condition is not specific to pulmonary hypertension, as they affect different organ systems and have distinct pathophysiological mechanisms. While a patient with pulmonary hypertension may or may not have sporadic idiopathic steroid-resistant nephrotic syndrome, having the latter condition does not definitively indicate the presence of pulmonary hypertension."
Acute hypoxemic respiratory failure,46271075,False,"No, acute hypoxemic respiratory failure is not specific to pulmonary hypertension. Acute hypoxemic respiratory failure is a condition characterized by a low oxygen level in the blood, which can be caused by various factors such as pneumonia, acute respiratory distress syndrome (ARDS), pulmonary embolism, or heart failure. While pulmonary hypertension can lead to hypoxemia and respiratory failure, there are many other conditions that can also cause these symptoms. Therefore, having acute hypoxemic respiratory failure does not definitively mean that a person has pulmonary hypertension."
Idiopathic hypertrophy of bone,4069533,False,"No, idiopathic hypertrophy of bone is not specific to pulmonary hypertension. Idiopathic hypertrophy of bone refers to a condition characterized by abnormal growth of bone tissue without a known cause. This condition is not directly related to the pathophysiology of pulmonary hypertension, which involves elevated blood pressure within the pulmonary vasculature leading to right ventricular dysfunction. While patients with pulmonary hypertension may have other underlying conditions, idiopathic hypertrophy of bone is not a defining feature of this disease."
