"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","45763583","60961000119107","Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","32","470","20","205","Condition","SNOMED","2"
"","4131908","127014009","Peripheral angiopathy due to diabetes mellitus","Clinical Finding","Standard","443","443","177","177","Condition","SNOMED","1"
"","37016179","138881000119106","Mild nonproliferative retinopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","361","361","131","131","Condition","SNOMED","2"
"","43531616","1531000119102","Dermopathy due to type 2 diabetes mellitus","Clinical Finding","Standard","354","354","154","154","Condition","SNOMED","1"
"","4099651","190389009","Type 2 diabetes mellitus with ulcer","Clinical Finding","Standard","345","345","163","163","Condition","SNOMED","1"
"","443592","428896009","Hyperosmolality due to uncontrolled type 1 diabetes mellitus","Clinical Finding","Standard","284","284","187","187","Condition","SNOMED","2"
"","37018566","71791000119104","Peripheral neuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","283","0","99","Condition","SNOMED","1"
"","37017431","713705003","Polyneuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","240","240","78","78","Condition","SNOMED","2"
"","37016767","712882000","Autonomic neuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","191","191","72","72","Condition","SNOMED","3"
"","45770902","110141000119100","Ulcer of lower limb due to type 1 diabetes mellitus","Clinical Finding","Standard","150","150","66","66","Condition","SNOMED","3"
"","37016180","138891000119109","Moderate nonproliferative retinopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","77","77","54","54","Condition","SNOMED","2"
"","45757079","106281000119103","Pre-existing diabetes mellitus in mother complicating childbirth","Clinical Finding","Standard","60","60","55","55","Condition","SNOMED","1"
"","4152858","314893005","Type 1 diabetes mellitus with arthropathy","Clinical Finding","Standard","15","42","7","19","Condition","SNOMED","2"
"","4338896","232010004","Traction retinal detachment involving macula","Clinical Finding","Standard","34","34","13","13","Condition","SNOMED","1"
"","4225656","421920002","Cataract due to diabetes mellitus type 1","Clinical Finding","Standard","33","33","11","11","Condition","SNOMED","2"
"","45769830","71771000119100","Neuropathic arthropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","27","27","12","12","Condition","SNOMED","3"
"","4228112","421437000","Hypoglycemic coma due to type 1 diabetes mellitus","Clinical Finding","Standard","25","25","16","16","Condition","SNOMED","3"
"","45769832","72021000119109","Dermopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","19","19","10","10","Condition","SNOMED","3"
"","4227657","422183001","Skin ulcer due to diabetes mellitus","Clinical Finding","Standard","16","16","10","10","Condition","SNOMED","1"
"","4225055","420918009","Mononeuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","16","16","9","9","Condition","SNOMED","2"
"","4224254","421075007","Ketoacidotic coma due to type 1 diabetes mellitus","Clinical Finding","Standard","15","15","11","11","Condition","SNOMED","2"
"","45769873","82571000119107","Traction detachment of retina due to type 1 diabetes mellitus","Clinical Finding","Standard","14","14","0","0","Condition","SNOMED","2"
"","4223303","420825003","Gangrene due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","45757362","120711000119108","Hypoglycemic unawareness due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769904","90771000119100","End stage renal disease on dialysis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626765","770098001","Cranial nerve palsy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769902","90751000119109","Chronic kidney disease stage 4 due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","42689695","1067201000000106","Eating disorder co-occurrent with diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37016353","368551000119104","Dyslipidemia due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769903","90761000119106","Chronic kidney disease stage 5 due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769901","90731000119103","Chronic kidney disease stage 2 due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45766050","703136005","Diabetes mellitus in remission","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4222553","420514000","Persistent proteinuria due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769891","87471000119106","Ankle ulcer due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769892","87491000119107","Ulcer of forefoot due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757604","243421000119104","Proteinuria due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757074","104951000119106","Vitreous hemorrhage due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757073","104941000119109","Ischemia of retina due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4128019","290002008","Brittle type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43530660","1571000119104","Mixed hyperlipidemia due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","40484649","444074000","Type 1 diabetes mellitus well controlled","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757432","137941000119106","Hyperlipidemia due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45773567","102781000119107","Sensory neuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626069","769219006","Macular edema due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45770986","706894000","Retinopathy due to unstable diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","765533","60981000119103","Glaucoma due to diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37018728","713703005","Gastroparesis due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37017429","713702000","Gastroparesis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757393","128001000119105","Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4143689","426907004","Small vessel disease due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45771067","71701000119105","Hypertension in chronic kidney disease due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4224709","422228004","Multiple complications due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46269764","10656231000119100","Skin ulcer of toe due to diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4338897","232012007","Combined traction and rhegmatogenous retinal detachment","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4222687","421305000","Persistent microalbuminuria due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45768456","706891008","Neuropathy due to unstable diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45773576","90721000119101","Chronic kidney disease stage 1 due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43531565","691000119103","Erectile dysfunction due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","765373","138901000119108","Severe nonproliferative retinopathy due to diabetes mellitus type 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","36713094","31211000119101","Peripheral angiopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45771533","82581000119105","Rubeosis iridis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45763585","60991000119100","Blindness due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45773688","96441000119101","Chronic kidney disease due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4080891","276720006","Dysmorphism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4143857","427571000","Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45769834","72041000119103","Osteomyelitis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769833","72031000119107","Severe malnutrition due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769837","72141000119104","Chronic ulcer of skin due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45769829","71721000119101","Nephrotic syndrome due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4221344","420486006","Exudative maculopathy due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757535","18521000119106","Microalbuminuria due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757266","109171000119104","Retinal edema due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37312201","789571005","Ulcer of heel due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37312200","789572003","Ulcer of midfoot due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757507","164881000119109","Ulcer of foot due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45771075","90741000119107","Chronic kidney disease stage 3 due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
