"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","35626046","769190000","Very severe nonproliferative retinopathy of right eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626044","769188001","Severe nonproliferative retinopathy of left eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","35626043","769187006","Severe nonproliferative retinopathy of right eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","37110290","724497009","Disease of circulatory system complicating pregnancy childbirth and puerperium","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4152858","314893005","Type 1 diabetes mellitus with arthropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","4"
"","433696","80466000","Gas gangrene","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4001819","203179003","Acute hematogenous osteomyelitis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4214376","80394007","Hyperglycemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37312531","792843009","Gangrene of limb due to atherosclerosis of artery of limb","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","378414","42059000","Retinal detachment","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4178452","51002006","Diabetes mellitus associated with pancreatic disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4080146","277879009","Autonomic neuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46272749","711168000","Ulcer of skin of lower extremity","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","36712963","15649991000119105","Gangrene of left lower limb due to atherosclerosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3656195","871781003","Non centrally involved macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3656194","871778008","Centrally involved macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","378416","29555009","Retinal disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45770881","138921000119104","Moderate nonproliferative retinopathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46269695","103001000119108","Lesion of skin of foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4168705","274769005","Albuminuria","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4199039","314010006","Diffuse exudative maculopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757176","10761191000119104","Preterm labor in third trimester with preterm delivery in third trimester","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37018224","714664001","At risk of ulcer of foot due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4066936","201252003","Mixed diabetic ulcer - foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626070","769220000","Macular edema due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4221962","399863006","Very severe nonproliferative retinopathy without macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","435788","87049008","Disorder of phosphorus metabolism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3192955","10130001000004101","Poorly controlled type I diabetes with neuropathy","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","35626068","769218003","Macular edema of left eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","35626067","769217008","Macular edema of right eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","3655269","860798008","Glaucoma due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4097128","249794000","Absent foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4044394","230580009","Myxedema neuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4044391","230572002","Neuropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","37018728","713703005","Gastroparesis due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","201820","73211009","Diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","42537705","737240009","Autonomic neuropathy due to endocrine disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","201826","44054006","Type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","439394","398302004","Congenital anomaly of face","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4093531","249820005","Absence of toe","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","439393","398254007","Pre-eclampsia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3172958","20980001000004109","Diabetic ulcer of right wrist","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","4175440","50620007","Autonomic neuropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4164174","399862001","High risk proliferative retinopathy without macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757129","10754881000119104","Diabetes mellitus in mother complicating childbirth","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","4065354","201251005","Neuropathic ulcer of foot due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4344376","240151005","Chronic multifocal osteomyelitis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4266042","399874002","High risk proliferative retinopathy with clinically significant macula edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","43022059","473449006","Disease of non-coronary systemic artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4099653","190416008","Steroid-induced diabetes mellitus without complication","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4099651","190389009","Type 2 diabetes mellitus with ulcer","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757124","10753491000119101","Gestational diabetes mellitus in childbirth","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","439928","372070002","Gangrenous disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37311673","822995009","Hyperglycemia due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","320128","59621000","Essential hypertension","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4167354","48130008","Hypogonadism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","444044","35455006","Acute tubular necrosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655355","860914002","Erectile dysfunction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","317577","49176002","Arteriosclerotic gangrene","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4311246","86041002","Pre-existing hypertension in obstetric context","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4338896","232010004","Traction retinal detachment involving macula","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4338897","232012007","Combined traction and rhegmatogenous retinal detachment","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4082346","238981002","Disorder of soft tissue due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4316372","95605009","HELLP syndrome","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","376979","43959009","Cataract due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4338901","232023006","Traction detachment of retina due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","760979","126571000119107","Polyneuropathy due to secondary diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","440476","270500004","Prolapse of cord","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4048028","230577008","Diabetic mononeuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","372903","6141006","Retinal edema","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4159131","370992007","Dyslipidemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4195045","312910009","Vitreous hemorrhage due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4308713","213246001","Necrosis of amputation stump","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4226798","421725003","Hypoglycemic coma due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","135350","268017000","Acute osteomyelitis of ankle and/or foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","36714116","719216001","Hypoglycemic coma due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4195061","312975006","Microalbuminuria","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4161671","399870006","Non-high-risk proliferative retinopathy with no macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","195771","8801005","Secondary diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","197304","95344007","Ulcer of lower extremity","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4058243","199223000","Diabetes mellitus during pregnancy, childbirth and the puerperium","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4174977","4855003","Retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","132797","91302008","Sepsis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","42872398","171000119107","Maternal obesity complicating pregnancy, childbirth and the puerperium, antepartum","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3192052","10120001000004103","Poorly controlled type I diabetes with renal complication","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","380096","59276001","Proliferative retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","4080891","276720006","Dysmorphism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","441536","76220009","Mixed acid-base balance disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","197320","14669001","Acute renal failure syndrome","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443597","433144002","Chronic kidney disease stage 3","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4027121","197605007","Nephrotic syndrome due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4266637","399873008","Severe nonproliferative retinopathy without macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","45769834","72041000119103","Osteomyelitis due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45769833","72031000119107","Severe malnutrition due to type 1 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4318869","95662005","Sensory neuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","377552","312904009","Moderate nonproliferative retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","761053","138941000119105","Severe nonproliferative retinopathy due to diabetes mellitus type 2","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45768812","707323002","Anemia in chronic kidney disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443601","431856006","Chronic kidney disease stage 2","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443614","431855005","Chronic kidney disease stage 1","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443612","431857002","Chronic kidney disease stage 4","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","439002","72366004","Eating disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655914","870421009","Cystoid macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443611","433146000","Chronic kidney disease stage 5","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4311708","424736006","Diabetic peripheral neuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655913","870420005","Severe nonproliferative diabetic retinopathy with venous beading","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","133853","28769004","Osteomyelitis of ankle AND/OR foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655383","860978005","Ulcer of left foot due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655382","860977000","Ulcer of right foot due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","432867","55822004","Hyperlipidemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4195498","314015001","Mixed maculopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46271022","709044004","Chronic kidney disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","36712670","102621000119101","Skin ulcer due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","36717279","15649901000119104","Gangrene of right lower limb due to atherosclerosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","195314","52254009","Nephrotic syndrome","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","193782","46177005","End-stage renal disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37016768","712883005","Autonomic neuropathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4030664","236500003","Proteinuric nephropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37312207","789562001","Ulcer of heel due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4210872","314011005","Focal exudative maculopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4134595","128290005","Chronic disease of genitourinary system","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4226238","422126006","Hyperosmolar coma due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4019513","11530004","Brittle diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","376065","421326000","Disorder of nervous system due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","195847","235675006","Gastroparesis syndrome","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4095288","26298008","Ketoacidotic coma due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45757363","120731000119103","Hypoglycemia due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4247372","406124004","Lack of awareness","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46271951","710231001","Chronic osteomyelitis of ankle and/or foot with draining sinus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4131117","127011001","Sensory neuropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37016358","368741000119105","Moderate nonproliferative retinopathy due to secondary diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4345680","240276001","Disorder of amputation stump","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626764","770097006","Clinically significant macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626763","770096002","Erectile dysfunction due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","192279","127013003","Disorder of kidney due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","380688","267384006","Hypoglycemic coma","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626762","770095003","Cranial nerve palsy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4176170","427769002","Infection of amputation stump","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45766050","703136005","Diabetes mellitus in remission","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","321822","421895002","Peripheral vascular disorder due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","4096804","190448007","Drug-induced hypoglycemia without coma","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4228443","421847006","Ketoacidotic coma due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","378142","26468004","Retinal ischemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4171556","419193008","Ankle ulcer","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","141084","198997005","Pre-eclampsia or eclampsia with pre-existing hypertension","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","440098","51995000","Rubeosis iridis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37016349","368051000119109","Hyperglycemia due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","134441","19429009","Chronic ulcer of skin","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35615028","15649941000119102","Bilateral atherosclerosis of lower limbs with gangrene","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4117779","302226006","Peripheral nerve disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4032787","14735008","Hyperosmolarity","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","43021246","473033004","Complication associated with insulin pump","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4079887","238089003","Secondary combined hyperlipidemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4101898","193212008","Myasthenic syndrome due to hypothyroidism","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","376112","49455004","Polyneuropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","43530656","1551000119108","Nonproliferative retinopathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","201530","190331003","Hyperosmolar coma due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4101895","193191009","Neuropathy associated with hypoglycemia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","435517","51387008","Acidosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655948","870529009","Persistent macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","40484649","444074000","Type 1 diabetes mellitus well controlled","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45757435","138911000119106","Mild nonproliferative retinopathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4191611","39058009","Lumbosacral radiculoplexus neuropathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4220165","416813006","Compressive optic neuropathy due to thyroid eye disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4290823","399877009","Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4290822","399872003","Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","443727","420422005","Diabetic ketoacidosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","3196797","10110001000004106","Poorly controlled type I diabetes with complication","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","3183485","22570001000004104","Diabetic ulcer right great toe","Clinical Finding","Standard","0","0","0","0","Condition","Nebraska Lexicon","1"
"","443734","421750000","Ketoacidosis due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","73553","399269003","Arthropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443735","420662003","Coma due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","443730","422088007","Disorder of nervous system due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443729","422166005","Peripheral circulatory disorder due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","43530690","1521000119100","Foot ulcer due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4274970","65094009","Multiple malformation syndrome with facial defects as major feature","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4102498","193214009","Myasthenic syndrome due to thyrotoxicosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4290333","37231002","Macular retinal edema","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","141663","60168000","Osteomyelitis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443238","268519009","Diabetic - poor control","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","4"
"","37017430","713704004","Gastroparesis due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4334884","232020009","Disorder of macula due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","40480000","441628001","Multiple complications due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443247","267257007","Labor and delivery complicated by fetal heart rate anomaly","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4028244","128292002","Chronic disease of cardiovascular system","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37017432","713706002","Polyneuropathy due to type 2 diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","376683","390834004","Nonproliferative retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","4024659","11687002","Gestational diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4269871","399876000","Very severe nonproliferative retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4063569","201250006","Ischemic ulcer of foot due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4269870","399875001","Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443767","25093002","Disorder of eye due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","378743","312903003","Mild nonproliferative retinopathy due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4226354","422275004","Gangrene due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","3"
"","4042056","166818002","Lipids abnormal","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45772751","704667004","Hypertension concurrent and due to end stage renal disease on dialysis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","137077","268019002","Chronic osteomyelitis of ankle and/or foot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37110593","724876003","Lesion of skin due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","317309","399957001","Peripheral arterial occlusive disease","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4167493","48194001","Pregnancy-induced hypertension","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4242238","38010008","Intrapartum hemorrhage","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","75650","29738008","Proteinuria","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","433536","46764007","Severe pre-eclampsia","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626905","770324004","Ischemia of retina due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4209094","313291009","Anemia during the puerperium","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","35626904","770323005","Retinal edema due to diabetes mellitus","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","46269765","10662511000119101","Ulcer of midfoot","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","315276","31341008","Vitreous hemorrhage","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4188598","47200007","High risk pregnancy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4174262","42345000","Polyneuropathy","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","443784","27550009","Vascular disorder","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
