"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","PC","DPC","Domain","Vocabulary","Count"
"","142026","271966006","Disorder of cardiovascular prostheses and implants","Clinical Finding","Standard","9,493","12,878","4,938","6,477","Condition","SNOMED","1"
"","44784623","78741000119103","Acute coronary artery occlusion not resulting in myocardial infarction","Clinical Finding","Standard","9,671","9,671","2,397","2,397","Condition","SNOMED","1"
"","42537730","737278006","Coronary artery graft present","Clinical Finding","Standard","9,666","9,666","4,354","4,354","Condition","SNOMED","1"
"","46271075","709111008","Acute hypoxemic respiratory failure","Clinical Finding","Standard","7,723","9,346","1,654","2,004","Condition","SNOMED","1"
"","44782718","153931000119109","Acute combined systolic and diastolic heart failure","Clinical Finding","Standard","2,928","8,171","820","2,572","Condition","SNOMED","1"
"","4188331","46847001","Chronic pulmonary edema","Clinical Finding","Standard","8,157","8,157","5,465","5,465","Condition","SNOMED","1"
"","4295129","76388001","ST segment elevation","Clinical Finding","Standard","0","7,167","0","1,985","Condition","SNOMED","1"
"","44782733","153951000119103","Acute on chronic combined systolic and diastolic heart failure","Clinical Finding","Standard","5,243","5,243","1,752","1,752","Condition","SNOMED","1"
"","36712779","117051000119103","Chronic total occlusion of coronary artery","Clinical Finding","Standard","5,242","5,242","3,369","3,369","Condition","SNOMED","1"
"","36712982","15960061000119102","Unstable angina co-occurrent and due to coronary arteriosclerosis","Clinical Finding","Standard","4,904","4,904","2,300","2,300","Condition","SNOMED","1"
"","319038","66189004","Postmyocardial infarction syndrome","Clinical Finding","Standard","1,281","1,348","903","936","Condition","SNOMED","1"
"","37115756","732230001","Dissection of coronary artery","Clinical Finding","Standard","1,092","1,092","813","813","Condition","SNOMED","1"
"","4126119","236514003","Toxic nephropathy","Clinical Finding","Standard","285","560","152","219","Condition","SNOMED","1"
"","439693","194802003","True posterior myocardial infarction","Clinical Finding","Standard","174","174","113","113","Condition","SNOMED","2"
"","4108680","194868001","Thrombosis of atrium, auricular appendage, and ventricle due to and following acute myocardial infarction","Clinical Finding","Standard","153","153","50","50","Condition","SNOMED","3"
"","45766241","703360004","Subsequent non-ST segment elevation myocardial infarction","Clinical Finding","Standard","90","90","36","36","Condition","SNOMED","1"
"","45766114","703211006","Subsequent ST segment elevation myocardial infarction","Clinical Finding","Standard","84","84","23","23","Condition","SNOMED","2"
"","37311078","827164008","Delayed postmyocardial infarction pericarditis","Clinical Finding","Standard","67","67","33","33","Condition","SNOMED","1"
"","4108218","194858006","Subsequent myocardial infarction of inferior wall","Clinical Finding","Standard","34","34","17","17","Condition","SNOMED","1"
"","4108220","194867006","Rupture of papillary muscle as current complication following acute myocardial infarction","Clinical Finding","Standard","27","27","0","0","Condition","SNOMED","2"
"","4108677","194857001","Subsequent myocardial infarction of anterior wall","Clinical Finding","Standard","15","15","13","13","Condition","SNOMED","1"
"","4124687","233847009","Cardiac rupture due to and following acute myocardial infarction","Clinical Finding","Standard","0","10","0","0","Condition","SNOMED","1"
"","4108679","194865003","Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction","Clinical Finding","Standard","10","10","0","0","Condition","SNOMED","2"
"","37309626","16837681000119104","Myocardial infarction due to demand ischemia","Clinical Finding","Standard","8","8","6","6","Condition","SNOMED","1"
"","438172","194863005","Atrial septal defect due to and following acute myocardial infarction","Clinical Finding","Standard","6","6","6","6","Condition","SNOMED","2"
"","4198141","314116003","Post infarct angina","Clinical Finding","Standard","6","6","6","6","Condition","SNOMED","1"
"","4322145","71023004","Pericarditis secondary to acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4147223","30277009","Rupture of ventricle due to acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","36712985","15960981000119105","Mural thrombus of left ventricle following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45767555","705007006","Inferior ST segment elevation","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4153091","28248000","Left anterior descending coronary artery thrombosis","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45767556","705008001","Anterior ST segment elevation","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655011","840608004","Occlusion of anterior descending branch of left coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45766113","703210007","Subsequent ST segment elevation myocardial infarction of anterior wall","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655760","868223009","Occlusion of posterior lateral branch of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655759","868222004","Occlusion of posterior descending branch of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655758","868221006","Occlusion of marginal branch of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655757","868219001","Occlusion of mid portion of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655756","868216008","Occlusion of distal portion of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655755","868215007","Occlusion of proximal portion of right coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4108219","194866002","Rupture of chordae tendinae due to and following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45771327","703330009","Mitral valve regurgitation due to acute myocardial infarction with papillary muscle and chordal rupture","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3654821","840315000","Occlusion of distal left anterior descending coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3654820","840313007","Occlusion of mid left anterior descending coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3654819","840310005","Occlusion of proximal left anterior descending coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37109910","723858002","Ventricular aneurysm due to and following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37109911","723859005","Pulmonary embolism due to and following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655070","840679006","Occlusion of septal branch of anterior descending branch of left coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4048534","123641001","Left coronary artery occlusion","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","37109912","723860000","Arrhythmia due to and following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4119953","233846000","Post-infarction ventricular septal defect","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","4108678","194862000","Hemopericardium due to and following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","2"
"","45773170","703209002","Subsequent ST segment elevation myocardial infarction of inferior wall","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","42537536","736978009","Mural thrombus of right ventricle following acute myocardial infarction","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655134","846684007","Occlusion of intermediate artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","3655128","846667001","Occlusion of diagonal branch of anterior descending branch of left coronary artery","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","4046022","123642008","Right coronary artery occlusion","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
"","45766214","703328007","Mitral valve regurgitation due to acute myocardial infarction without papillary muscle and chordal rupture","Clinical Finding","Standard","0","0","0","0","Condition","SNOMED","1"
